,n_loans,loan_amount,med_income,n_restaurants,tot_pop,pct_white_alone,pct_black,pct_amind,pct_asian,pct_hispanic,state,aland10,zip,pct_with_loan
11907,2,139700.0,56731.0,5,3192.0,95.7,1.0,0.0,0.3,2.1,VT,133293314,05068,0.4
11920,6,186776.0,53061.0,4,4552.0,93.6,0.3,0.2,1.0,2.4,VT,106530551,05089,1.5
11921,10,546713.0,68799.0,13,3391.0,96.0,0.6,0.1,0.0,1.6,VT,173711497,05091,0.7692307692307693
11922,5,238712.0,43427.0,18,4401.0,90.6,4.3,0.2,0.4,2.4,VT,89095985,05101,0.2777777777777778
11928,9,627980.0,46429.0,10,552.0,92.6,3.8,0.0,0.0,0.0,NY,1436843,13157,0.9
11930,5,232566.25,71548.0,9,5348.0,95.3,0.6,1.6,0.7,1.5,NY,202266658,13159,0.5555555555555556
11931,2,31604.46,64511.0,3,2055.0,88.4,0.8,0.1,0.9,6.6,NY,55137930,13160,0.6666666666666666
11934,9,526662.5,54973.0,24,10559.0,93.0,1.1,0.2,0.4,2.9,NY,176075993,13165,0.375
11935,2,93700.0,62774.0,10,5572.0,96.6,0.4,0.1,0.8,1.3,NY,105720643,13166,0.2
11937,26,2563759.0,68318.0,96,59722.0,34.2,21.2,0.4,3.6,39.5,TX,107480972,77521,0.2708333333333333
11938,16,949518.65,102019.0,27,22101.0,65.7,6.5,0.3,1.0,25.3,TX,233115967,77523,0.5925925925925926
11939,7,297552.0,57716.0,21,32922.0,20.2,13.7,0.2,0.2,65.0,TX,34191499,77530,0.3333333333333333
11940,19,1142163.6099999999,61903.0,31,16141.0,37.7,9.2,0.5,0.2,51.1,TX,51146515,77531,0.6129032258064516
11941,12,733737.5,65805.0,35,29608.0,57.3,11.8,1.1,1.4,27.5,TX,203107253,77532,0.34285714285714286
11943,1,29400.0,92063.0,3,2303.0,81.5,3.1,0.0,0.6,15.4,TX,93226912,77534,0.3333333333333333
11944,5,159690.19,52825.0,19,34291.0,63.4,10.9,0.5,1.0,22.7,TX,813038624,77535,0.2631578947368421
11945,67,3985892.0,106067.0,136,86926.0,65.8,7.3,0.3,4.9,20.0,TX,78068263,77573,0.49264705882352944
11946,12,1356202.0,57710.0,24,16640.0,62.6,14.4,1.1,0.3,19.6,TX,620070440,77575,0.5
11948,5,165818.0,100347.0,11,20310.0,41.7,22.6,0.9,9.9,24.6,TX,96708710,77578,0.45454545454545453
11950,52,3443830.7199999997,94494.0,104,49612.0,55.4,9.6,0.8,6.5,26.8,TX,66761412,77581,0.5
11951,15,759781.68,81177.0,51,33015.0,59.2,1.4,1.2,1.8,36.3,TX,32512258,77536,0.29411764705882354
11953,20,1653967.0,74972.0,44,44041.0,55.3,10.3,0.7,3.2,29.3,TX,130473952,77539,0.45454545454545453
11954,14,469392.92,47313.0,24,18677.0,35.1,10.8,2.2,0.4,52.0,TX,314807237,77541,0.5833333333333334
11955,25,1570601.12,37863.0,61,32688.0,32.3,17.4,1.4,1.6,47.6,FL,12057921,33460,0.4098360655737705
11956,1,20300.0,79869.0,5,24954.0,2.7,60.4,0.0,1.6,33.6,TX,31669560,77545,0.2
11957,35,2440576.0,100217.0,118,53320.0,65.8,5.2,0.3,8.2,17.5,TX,68257016,77546,0.2966101694915254
11958,34,3638873.2199999997,34945.0,58,17582.0,23.2,71.4,0.2,0.7,2.8,TN,11955364,37208,0.5862068965517241
11959,3,82744.0,42872.0,9,10028.0,10.5,9.9,1.0,0.0,79.3,TX,6907224,77547,0.3333333333333333
11961,65,5750223.1,38048.0,88,21449.0,43.6,22.8,0.2,4.4,27.3,TX,19443638,77550,0.7386363636363636
11962,20,1843438.0,48394.0,57,21861.0,41.6,18.4,0.7,2.1,37.2,TX,9867686,77551,0.3508771929824561
11963,6,423554.0,73242.0,9,8769.0,78.0,2.6,0.6,2.7,14.9,TX,91390107,77554,0.6666666666666666
11966,4,88335.42,60130.0,12,10380.0,53.5,4.6,0.0,0.3,40.8,TX,38424201,77562,0.3333333333333333
11967,3,273500.0,60858.0,6,10680.0,52.3,18.0,0.4,0.3,28.2,TX,136195169,77563,0.5
11969,20,1221274.0,63322.0,43,7945.0,73.5,5.1,0.0,3.3,13.2,TX,9870011,77565,0.46511627906976744
11970,28,2218332.0,83927.0,76,29602.0,62.6,4.7,0.2,3.7,27.8,TX,61304219,77566,0.3684210526315789
11973,9,462016.0,45355.0,26,15571.0,34.2,33.7,0.1,3.8,27.9,TX,32608096,77568,0.34615384615384615
11974,41,6110960.22,73742.0,59,37360.0,57.7,5.5,0.6,1.3,33.1,TX,90536684,77571,0.6949152542372882
11983,46,2843878.54,48407.0,85,42601.0,72.8,3.5,0.2,11.1,10.3,WI,66117394,53081,0.5411764705882353
11991,9,789299.07,70110.0,22,20234.0,86.2,0.6,0.2,6.4,5.3,WI,83921194,53083,0.4090909090909091
11995,7,334896.03,57193.0,17,11466.0,91.7,0.2,0.3,1.6,5.2,WI,184266610,53085,0.4117647058823529
11998,5,201045.0,80434.0,14,8221.0,95.2,0.4,0.0,0.3,3.0,WI,55603701,53086,0.35714285714285715
12003,7,380804.0,91826.0,13,19151.0,94.3,0.1,0.4,2.8,2.0,WI,70449274,53089,0.5384615384615384
12006,6,330109.0,69807.0,7,21415.0,93.2,1.2,0.3,0.3,4.2,WI,145206109,53090,0.8571428571428571
12008,1,17980.0,43897.0,4,1534.0,97.7,1.2,0.2,0.5,0.1,IL,201147117,61501,0.25
12013,2,140193.0,44932.0,13,11330.0,89.5,2.7,0.2,0.5,5.3,MI,63675663,48732,0.15384615384615385
12016,10,796237.1,41351.0,15,4474.0,94.0,0.6,1.6,0.9,2.3,MI,189741612,48730,0.6666666666666666
12020,30,2143954.5,26971.0,45,23211.0,35.8,53.9,0.2,1.9,5.8,MS,35440602,39501,0.6666666666666666
12022,4,184247.0,41708.0,7,10874.0,92.9,4.4,0.1,1.0,0.5,KY,395528679,42345,0.5714285714285714
12023,15,1125171.17,42422.0,27,7039.0,69.4,6.3,1.4,4.6,10.9,WA,2681359,98337,0.5555555555555556
12024,11,699979.0,76991.0,18,27508.0,81.0,2.9,1.7,2.2,6.5,WA,139359083,98338,0.6111111111111112
12025,22,4009815.2,67643.0,25,7516.0,97.3,0.2,0.1,0.0,2.2,MI,105724721,48734,0.88
12028,1,21805.0,58139.0,5,2802.0,84.7,2.4,0.0,0.0,6.5,MA,4472227,01080,0.2
12030,8,493217.17,54107.0,17,10586.0,89.6,0.9,0.0,0.5,6.2,MA,119470120,01082,0.47058823529411764
12032,10,656203.0,76270.0,19,7088.0,83.9,2.2,0.2,1.9,7.8,WA,6213217,98354,0.5263157894736842
12034,31,2692073.25,64026.0,63,41942.0,85.3,1.9,0.1,2.9,9.1,MA,154654218,01085,0.49206349206349204
12037,2,74900.0,43426.0,9,2245.0,83.0,0.0,0.5,0.8,11.0,WA,259126252,98356,0.2222222222222222
12038,5,130229.0,39263.0,12,5725.0,93.5,0.0,3.3,0.0,2.4,ID,931856716,83530,0.4166666666666667
12039,2,48000.0,47232.0,4,416.0,97.6,0.0,0.0,0.0,1.2,MA,13457381,01088,0.5
12040,27,1503427.12,51472.0,73,28666.0,78.8,3.0,0.8,4.6,9.8,MA,43321911,01089,0.3698630136986301
12043,38,7337964.51,197647.0,59,13288.0,78.5,0.6,0.7,11.6,6.8,CA,26643346,95030,0.6440677966101694
12044,1,35200.0,79907.0,3,1425.0,95.2,0.1,0.0,0.0,4.7,MA,17375638,01092,0.3333333333333333
12046,22,3447739.63,135833.0,45,26281.0,68.5,1.6,0.1,16.2,8.2,CA,41636702,95032,0.4888888888888889
12047,3,117918.0,162308.0,4,9597.0,87.2,0.1,0.0,5.0,4.3,CA,237100214,95033,0.75
12048,120,10162106.35,125055.0,279,77562.0,11.0,3.1,0.4,67.0,14.9,CA,60562911,95035,0.43010752688172044
12049,53,3264110.3000000003,120864.0,111,51652.0,49.8,1.7,0.7,11.6,33.0,CA,631163707,95037,0.4774774774774775
12050,2,300000.0,41551.0,7,1195.0,21.7,0.0,6.0,2.1,76.2,CA,38203569,95039,0.2857142857142857
12054,3,509632.0,77644.0,10,4181.0,43.4,0.1,0.0,3.1,51.4,CA,122991764,95045,0.3
12056,60,8691854.6,88872.0,137,39452.0,41.8,3.7,0.2,24.6,24.5,CA,13660881,95050,0.43795620437956206
12057,66,5299882.48,125520.0,155,58123.0,30.8,2.1,0.4,47.2,15.6,CA,17232981,95051,0.4258064516129032
12058,16,767801.19,107361.0,20,14690.0,89.5,3.0,0.0,1.2,5.1,MA,58261406,01095,0.8
12059,2,51400.0,83080.0,3,2695.0,98.1,0.0,0.0,0.4,0.9,MA,82011338,01096,0.6666666666666666
12062,2,183957.0,76472.0,7,5315.0,89.2,0.0,1.2,1.9,5.1,CA,57820109,95709,0.2857142857142857
12063,7,299154.7,64176.0,20,9764.0,84.5,1.3,3.0,0.0,9.4,CA,184455430,95713,0.35
12072,6,296440.0,62699.0,10,8170.0,82.6,0.1,2.3,2.2,10.4,CA,192433300,95726,0.6
12075,1,15766.62,51161.0,3,4173.0,75.6,21.4,0.0,0.8,0.5,TX,186723656,75572,0.3333333333333333
12077,3,48282.0,40756.0,10,13261.0,11.0,87.0,0.1,0.6,1.5,LA,30205303,70811,0.3
12078,13,1076121.0,55528.0,25,31541.0,67.9,6.4,0.7,2.5,17.0,CO,16886345,80917,0.52
12081,18,1552176.0,126348.0,22,11921.0,43.7,6.5,0.4,30.6,13.7,CA,128872192,95742,0.8181818181818182
12082,22,3786841.25,135360.0,31,23492.0,74.9,2.5,0.3,7.9,9.5,CA,45688374,95746,0.7096774193548387
12083,30,1679116.0,103895.0,59,65335.0,66.7,1.7,0.6,13.8,13.3,CA,121049377,95747,0.5084745762711864
12085,6,637182.0,55153.0,17,17882.0,56.1,1.5,0.3,2.9,37.1,CA,361792087,92371,0.35294117647058826
12087,46,3714037.96,69818.0,94,33264.0,62.1,6.2,0.5,7.0,20.8,CA,105501970,92373,0.48936170212765956
12088,29,3405762.66,71297.0,85,43633.0,40.0,7.0,0.5,8.4,41.2,CA,48420666,92374,0.3411764705882353
12089,1,33333.0,37075.0,5,12574.0,78.6,1.3,0.6,1.0,16.1,AZ,1825922217,86413,0.2
12090,6,129208.23,46743.0,20,14587.0,70.2,1.3,0.7,1.4,22.5,AZ,93845824,86426,0.3
12091,13,763285.0,43846.0,54,7842.0,87.7,5.9,0.0,2.0,0.4,GA,8675444,30742,0.24074074074074073
12093,6,171072.72,35427.0,16,15438.0,81.3,15.0,0.0,0.1,1.8,GA,474037638,30747,0.375
12095,17,1709781.94,50407.0,47,20470.0,75.9,0.4,1.2,0.7,19.4,OR,894265856,97058,0.3617021276595745
12096,14,915305.0,67239.0,53,22609.0,67.9,1.7,1.4,5.1,20.6,OR,45612690,97060,0.2641509433962264
12097,20,2046333.67,82077.0,57,28652.0,75.0,1.3,0.8,3.2,16.8,OR,35979668,97062,0.3508771929824561
12099,1,61579.0,58300.0,4,3241.0,96.1,0.6,0.1,0.0,2.3,OR,253603357,97064,0.25
12101,4,196660.25,55038.0,10,1956.0,86.6,0.0,0.0,1.7,11.1,OR,113145497,97067,0.4
12102,23,2177026.87,104618.0,47,29693.0,84.2,1.8,0.3,5.7,4.8,OR,58185073,97068,0.48936170212765956
12103,24,4728408.42,69842.0,63,24339.0,76.7,1.3,1.6,4.6,10.9,OR,49417945,97070,0.38095238095238093
12104,10,484622.9,47994.0,63,29460.0,43.7,0.6,0.6,1.2,52.0,OR,135989402,97071,0.15873015873015872
12105,15,1243124.5,72917.0,26,44722.0,76.5,2.1,1.2,2.8,12.5,OR,55846923,97080,0.5769230769230769
12106,33,1823073.33,89852.0,80,31000.0,68.2,1.9,0.6,14.9,9.4,OR,27296242,97086,0.4125
12107,6,1298415.0,94656.0,5,13662.0,82.9,0.5,2.0,4.4,8.2,OR,56401677,97089,1.2
12108,4,216997.5,55156.0,8,3141.0,83.1,0.4,2.4,1.6,5.6,WA,14900602,98339,0.5
12110,6,213232.39,44693.0,14,8463.0,94.0,0.8,0.0,0.4,2.3,GA,201976072,30752,0.42857142857142855
12112,1,63246.87,68571.0,3,2912.0,79.8,0.4,5.5,2.9,7.2,WA,22512895,98340,0.3333333333333333
12118,6,582723.94,84176.0,20,10106.0,79.4,0.2,5.1,2.1,4.7,WA,71369476,98346,0.3
12119,1,18883.0,58613.0,6,4346.0,92.8,0.0,0.0,1.6,2.4,WA,55142066,98349,0.16666666666666666
12127,28,2880048.52,148011.0,70,24264.0,24.4,3.3,0.1,57.8,10.7,CA,16142402,95054,0.4
12128,77,7807316.49,71485.0,144,47367.0,68.2,1.8,0.5,6.6,18.8,CA,175661821,95060,0.5347222222222222
12131,3,56176.0,30583.0,3,1274.0,24.1,0.0,0.0,0.0,75.5,UT,5419592315,84083,1.0
12132,17,1928350.0,70643.0,51,38383.0,68.9,1.4,0.9,3.8,20.3,UT,19987590,84084,0.3333333333333333
12135,6,404253.53,86458.0,12,15481.0,84.3,1.6,0.0,2.8,5.8,UT,33578216,84087,0.5
12136,21,6966484.0,70677.0,60,37435.0,71.2,2.3,0.4,2.9,19.3,UT,24379186,84088,0.35
12137,48,5107102.890000001,74061.0,81,38028.0,67.4,0.5,0.5,3.1,25.4,CA,13075038,95062,0.5925925925925926
12138,15,664674.0,118418.0,16,29567.0,88.9,0.8,0.6,3.1,4.1,UT,141455073,84092,0.9375
12140,5,237657.6,92225.0,8,8355.0,68.8,1.2,0.1,2.8,23.5,CA,28981512,95065,0.625
12141,16,1227443.5,106113.0,40,15217.0,78.5,0.4,0.6,5.7,11.3,CA,49076266,95066,0.4
12142,30,4049395.04,177041.0,55,31308.0,43.6,0.5,0.4,48.8,3.2,CA,65953727,95070,0.5454545454545454
12143,15,1501381.0,88667.0,24,10949.0,78.3,0.5,0.1,2.1,14.9,CA,54910739,95073,0.625
12144,2,210400.0,68125.0,3,484.0,68.4,0.0,0.0,2.3,27.9,CA,240884656,95075,0.6666666666666666
12145,45,3073121.0,63979.0,88,86703.0,24.9,0.4,1.3,2.4,70.9,CA,353541074,95076,0.5113636363636364
12146,21,2543643.87,87634.0,82,20203.0,19.5,3.7,0.9,13.8,61.0,CA,12096159,95110,0.25609756097560976
12148,5,227612.0,40046.0,8,3350.0,53.1,22.1,0.0,0.0,23.4,TX,7779189,75569,0.625
12149,12,620823.0,59461.0,35,21325.0,62.5,8.6,0.3,3.5,22.6,CO,20156914,80915,0.34285714285714286
12150,61,6672440.8,66190.0,113,33756.0,73.3,18.0,0.3,3.8,3.6,LA,31271589,70808,0.5398230088495575
12151,141,20110101.99,74117.0,110,25970.0,71.1,17.0,0.2,5.4,3.4,LA,38453803,70809,1.2818181818181817
12152,4,183839.5,50786.0,17,11024.0,59.9,20.9,1.4,1.0,14.1,TX,350210917,75570,0.23529411764705882
12154,8,450024.55,47475.0,36,41098.0,40.9,14.1,0.8,5.0,34.6,CO,44501231,80916,0.2222222222222222
12155,45,3760140.59,81616.0,95,39856.0,59.8,27.9,0.3,5.1,4.8,LA,70113915,70810,0.47368421052631576
12159,3,142027.0,70441.0,5,3769.0,28.7,0.7,0.0,0.0,70.4,TX,2511553925,76932,0.6
12164,10,474500.0,103864.0,20,23495.0,89.8,0.7,0.1,3.9,3.2,UT,14068931,84093,0.5
12165,22,1420801.92,83060.0,39,29015.0,84.0,0.4,0.0,2.3,10.3,UT,13225341,84094,0.5641025641025641
12166,35,2957041.91,103307.0,90,68803.0,86.4,1.1,0.1,3.5,5.8,UT,58687604,84095,0.3888888888888889
12167,16,2153957.58,99255.0,27,48061.0,83.8,1.4,0.1,1.2,9.5,UT,181892992,84096,0.5925925925925926
12168,25,1710753.62,76085.0,49,21674.0,85.6,0.4,0.3,1.5,8.8,UT,15561710,84097,0.5102040816326531
12169,21,2364942.5,129150.0,56,19362.0,87.6,0.6,0.4,2.6,7.0,UT,212695644,84098,0.375
12172,2,27808.86,49449.0,4,3052.0,75.9,19.6,1.2,0.1,2.1,GA,143006996,30663,0.5
12174,7,1101145.5,40121.0,23,20609.0,88.6,5.7,0.1,1.9,1.2,GA,449541677,30728,0.30434782608695654
12180,13,1079954.85,64241.0,34,43149.0,92.1,2.0,0.1,1.0,3.4,GA,332919292,30736,0.38235294117647056
12181,2,154410.0,46660.0,4,3766.0,99.7,0.0,0.0,0.0,0.3,GA,222904696,30738,0.5
12182,3,88024.54000000001,68021.0,4,6460.0,91.3,2.1,0.0,0.0,4.3,GA,64937903,30739,0.75
12184,5,203118.0,39300.0,6,28535.0,90.0,3.0,0.9,1.6,2.5,GA,64531455,30741,0.8333333333333334
12185,43,4028110.46,42258.0,93,4761.0,66.8,3.3,2.0,10.8,13.9,UT,4714385,84101,0.46236559139784944
12186,23,4727774.9,42750.0,64,18099.0,76.5,1.8,0.4,7.0,10.0,UT,4593942,84102,0.359375
12187,11,920380.0,65914.0,16,21914.0,83.6,1.0,0.7,4.2,7.8,UT,39123688,84103,0.6875
12188,16,2682261.0,45325.0,32,26016.0,31.6,3.6,2.5,6.9,46.6,UT,54987645,84104,0.5
12189,14,1051588.48,76059.0,41,22477.0,85.4,0.5,1.7,2.5,6.8,UT,7881058,84105,0.34146341463414637
12190,27,2750880.84,69097.0,100,36047.0,80.9,1.7,2.2,2.4,11.0,UT,15635843,84106,0.27
12191,27,17606352.490000002,53965.0,85,33978.0,76.1,2.5,0.6,2.7,14.5,UT,19421165,84107,0.3176470588235294
12192,7,264027.48,103586.0,23,22433.0,83.8,0.9,0.4,7.0,5.6,UT,177978062,84108,0.30434782608695654
12193,20,1609399.8399999999,91746.0,41,24448.0,87.5,0.6,0.4,3.5,6.4,UT,159699863,84109,0.4878048780487805
12194,75,6011991.49,36518.0,113,12134.0,67.4,7.4,3.0,4.2,15.6,UT,3713786,84111,0.6637168141592921
12197,23,1937072.5,77985.0,80,40085.0,46.7,12.5,0.2,3.9,31.5,TX,85158881,78154,0.2875
12198,39,3499560.58,55679.0,70,48863.0,48.3,5.3,0.4,1.1,45.0,TX,917965225,78155,0.5571428571428572
12203,4,255602.0,121528.0,12,11106.0,71.7,0.5,0.0,0.2,25.3,TX,199807868,78163,0.3333333333333333
12204,4,361745.42,44487.0,6,3287.0,68.9,1.7,0.0,0.0,29.3,TX,731865507,78164,0.6666666666666666
12205,27,1066068.5,35285.0,81,46775.0,13.4,3.0,0.8,0.7,83.0,TX,18422225,78201,0.3333333333333333
12206,19,1636641.0,38784.0,29,12211.0,11.5,1.0,1.3,0.7,85.6,TX,6835375,78204,0.6551724137931034
12208,63,8534005.7,31434.0,131,1224.0,45.3,2.9,0.0,0.0,46.8,TX,3086386,78205,0.48091603053435117
12209,16,501690.29000000004,85707.0,37,21896.0,58.5,11.8,0.2,6.2,22.8,NY,6659943,10471,0.43243243243243246
12210,20,2888737.27,25415.0,43,54601.0,4.1,3.2,1.4,0.4,92.8,TX,18977073,78207,0.46511627906976744
12211,9,312069.0,36983.0,46,32568.0,3.3,0.5,1.9,0.0,96.1,TX,26619966,78211,0.1956521739130435
12212,53,4651844.16,45903.0,86,29225.0,31.8,2.5,1.1,1.5,62.7,TX,17509407,78212,0.6162790697674418
12213,29,3559491.54,44347.0,46,43931.0,23.8,3.7,0.4,1.2,70.3,TX,20727123,78213,0.6304347826086957
12214,10,562368.54,35715.0,44,26946.0,6.1,1.6,1.3,0.3,91.7,TX,34727613,78214,0.22727272727272727
12215,45,2921303.62,37015.0,117,103732.0,9.4,35.3,0.6,5.8,52.3,NY,6049162,10467,0.38461538461538464
12216,32,1042133.3200000001,36046.0,77,78647.0,3.0,21.0,1.0,2.9,75.8,NY,2773214,10468,0.4155844155844156
12217,22,682285.5,63652.0,66,73870.0,10.7,54.3,0.8,6.5,29.0,NY,6404388,10469,0.3333333333333333
12218,8,479613.0,57160.0,30,15432.0,36.2,39.1,0.0,3.5,21.1,NY,3703474,10470,0.26666666666666666
12219,11,198627.71000000002,41638.0,29,59609.0,2.6,41.2,0.6,1.7,60.8,NY,5539540,10473,0.3793103448275862
12223,3,190596.0,34915.0,8,2830.0,98.3,0.0,0.0,0.0,0.5,OH,150306420,45679,0.375
12224,4,442862.02,42370.0,16,12977.0,94.4,2.5,0.0,0.4,0.2,OH,85852439,45680,0.25
12231,8,508078.0,52786.0,25,15599.0,95.5,0.8,0.3,0.0,1.3,OH,372631735,45690,0.32
12232,3,191067.0,42905.0,9,8731.0,98.1,0.1,0.0,0.0,0.7,OH,211913169,45692,0.3333333333333333
12233,8,499335.5,37310.0,11,8691.0,97.3,0.1,0.0,0.0,2.0,OH,327264806,45693,0.7272727272727273
12234,10,1171750.5,51658.0,17,11618.0,95.9,0.4,0.0,1.2,0.2,OH,184585862,45694,0.5882352941176471
12237,1,77423.2,57500.0,3,4759.0,98.4,0.1,0.2,0.0,0.0,OH,266998196,45697,0.3333333333333333
12239,37,2960281.0,36848.0,81,35704.0,85.2,4.0,0.1,4.8,2.5,OH,384022990,45701,0.4567901234567901
12240,2,18917.0,52019.0,5,5222.0,98.7,0.4,0.0,0.1,0.6,OH,261638117,45710,0.4
12242,6,628730.0,44222.0,18,9388.0,93.0,2.2,0.1,0.7,1.4,OH,89227413,45714,0.3333333333333333
12243,4,192104.0,41042.0,5,2440.0,92.2,0.0,0.4,1.2,4.4,OH,110377891,45715,0.8
12246,2,76570.0,53138.0,8,4390.0,94.6,0.0,0.0,0.0,4.2,VT,245690568,05143,0.25
12248,4,146287.0,64904.0,3,941.0,98.1,0.0,0.0,0.3,0.0,VT,69778922,05148,1.3333333333333333
12251,15,422449.0,55701.0,22,2090.0,94.0,0.3,0.0,0.8,2.5,VT,114080870,05149,0.6818181818181818
12258,3,298800.0,50368.0,9,871.0,98.3,0.0,0.0,0.0,0.2,VT,107540699,05155,0.3333333333333333
12259,6,342650.0,51054.0,15,9112.0,95.4,0.9,0.1,0.8,0.8,VT,156299619,05156,0.4
12261,12,876023.41,55819.0,34,16024.0,51.7,5.2,0.3,0.3,41.1,TX,2476746867,79549,0.35294117647058826
12262,5,145789.32,37819.0,5,3305.0,55.3,3.4,0.0,0.0,37.4,TX,430595188,79553,1.0
12263,8,475747.52,44048.0,25,12914.0,55.7,5.8,0.9,0.4,36.7,TX,787990710,79556,0.32
12266,4,251794.0,84872.0,6,3809.0,95.9,0.0,0.3,0.0,3.9,TX,300705200,79562,0.6666666666666666
12269,17,678348.0,49272.0,37,14197.0,93.7,1.1,0.2,1.1,3.0,VT,241103279,05201,0.4594594594594595
12270,203,37040566.24,88526.0,403,22924.0,53.1,6.2,0.2,25.2,14.2,NY,1591494,10001,0.5037220843672456
12271,1,25000.0,58079.0,4,3605.0,95.7,0.1,0.0,1.4,1.2,VT,237183615,05250,0.25
12275,201,18264568.28,35859.0,520,74993.0,22.0,8.4,0.9,41.5,27.2,NY,2275174,10002,0.38653846153846155
12277,23,1414694.85,49844.0,37,4022.0,97.0,0.6,0.9,1.0,0.0,VT,102086703,05255,0.6216216216216216
12278,2,273291.0,52222.0,3,2818.0,87.7,1.8,0.0,3.4,2.2,VT,32886669,05257,0.6666666666666666
12279,271,53244824.419999994,112131.0,553,54682.0,70.4,5.8,0.2,13.5,8.2,NY,1493003,10003,0.49005424954792043
12280,45,9111765.17,157645.0,100,3028.0,60.6,1.7,0.0,30.4,3.7,NY,1394739,10004,0.45
12284,24,1703832.0,49304.0,54,16341.0,92.0,1.0,0.0,2.2,2.6,VT,388274068,05301,0.4444444444444444
12285,18,7389349.31,173333.0,52,8831.0,69.4,2.5,0.0,17.0,6.9,NY,188254,10005,0.34615384615384615
12286,22,1440198.75,176250.0,38,3454.0,63.2,1.0,0.0,19.9,12.0,NY,241687,10006,0.5789473684210527
12287,39,7760376.57,17176.0,63,6581.0,30.2,49.5,0.5,6.4,11.7,NY,2583757,13202,0.6190476190476191
12288,12,7116779.12,35359.0,18,16528.0,54.6,20.1,1.7,8.5,9.3,NY,4402314,13203,0.6666666666666666
12289,42,8569306.719999999,246813.0,113,7023.0,72.0,4.7,0.0,11.8,8.3,NY,413125,10007,0.37168141592920356
12290,24,1921788.24,33508.0,52,18728.0,49.8,29.2,1.1,1.5,16.9,NY,11375517,13204,0.46153846153846156
12291,122,8843991.45,61548.0,223,57925.0,51.2,9.4,0.1,13.0,24.8,NY,1597617,10009,0.547085201793722
12292,3,184990.0,31582.0,11,17479.0,35.8,48.6,1.1,2.7,7.7,NY,8934486,13205,0.2727272727272727
12294,28,3361561.44,102628.0,42,20917.0,91.5,1.9,0.3,2.6,1.9,WI,52719521,53092,0.6666666666666666
12296,17,597357.55,53697.0,38,19111.0,89.9,0.7,0.2,0.6,6.8,WI,232264648,53094,0.4473684210526316
12297,16,815401.36,47362.0,26,16806.0,86.8,7.0,0.3,0.1,4.7,IL,398069633,61520,0.6153846153846154
12298,33,2914360.55,62705.0,59,27587.0,93.6,1.2,0.1,1.2,2.5,WI,186304995,53095,0.559322033898305
12299,7,378250.0,59758.0,17,11191.0,94.7,0.1,0.0,1.9,3.0,IL,138281330,61523,0.4117647058823529
12300,24,3363301.5,41403.0,46,16360.0,68.0,19.1,1.1,3.1,5.2,NY,10235103,13206,0.5217391304347826
12301,3,394500.0,70658.0,8,36903.0,26.5,25.8,0.5,4.3,41.4,TX,432567030,77583,0.375
12302,57,3753297.06,106415.0,133,87986.0,37.5,22.5,0.3,17.4,19.8,TX,83121310,77584,0.42857142857142855
12304,3,412251.0,76172.0,4,1599.0,68.0,4.7,0.0,2.9,23.6,TX,30830388,79508,0.75
12305,5,234784.58000000002,47819.0,7,7379.0,88.0,0.7,0.0,0.3,6.6,TX,710375453,79510,0.7142857142857143
12306,1,22200.0,53594.0,3,1165.0,80.9,0.1,0.0,0.0,19.1,TX,466810220,79511,0.3333333333333333
12307,3,164360.0,49010.0,13,7716.0,46.2,12.2,1.0,0.4,40.8,TX,1488505440,79512,0.23076923076923078
12311,2,24042.0,53333.0,5,2290.0,60.2,7.5,0.0,0.0,26.9,TX,504420078,79520,0.4
12312,2,14960.0,47399.0,8,3761.0,63.9,3.6,0.7,1.2,28.7,TX,807750722,79521,0.25
12323,2,88068.0,45250.0,6,4879.0,82.5,0.6,0.9,0.1,13.6,TX,820109839,79536,0.3333333333333333
12334,16,1223139.0,50829.0,51,18953.0,95.0,1.3,0.1,0.7,2.5,PA,167419869,15801,0.3137254901960784
12337,3,115527.0,49364.0,7,5253.0,98.4,0.4,0.3,0.2,0.2,PA,189127458,15824,0.42857142857142855
12338,5,245919.0,53598.0,18,8977.0,96.2,0.5,0.0,0.1,1.9,PA,415349763,15825,0.2777777777777778
12341,5,178695.64,122000.0,6,9188.0,74.9,1.8,0.3,16.9,3.3,IL,81155622,61525,0.8333333333333334
12343,2,149900.0,105918.0,3,3127.0,81.3,0.0,0.0,10.9,7.8,IL,47287252,61528,0.6666666666666666
12344,4,125577.5,54355.0,6,11770.0,88.1,2.9,0.1,0.4,5.6,WI,267557530,53098,0.6666666666666666
12346,3,83825.0,93348.0,8,3752.0,93.7,0.1,0.6,0.3,4.7,WI,33307362,53103,0.375
12347,3,226900.0,78804.0,5,5450.0,92.2,0.9,0.0,0.7,5.1,WI,82503917,53104,0.6
12348,2,200490.0,58936.0,10,7245.0,93.8,1.0,0.0,0.3,3.4,IL,161567391,61530,0.2
12354,6,124061.0,56528.0,6,3335.0,94.2,0.0,1.1,0.4,2.3,IL,145871140,61531,1.0
12358,12,619527.9199999999,42348.0,35,16514.0,66.7,24.5,0.3,1.1,5.0,MS,20905504,39507,0.34285714285714286
12359,1,23415.0,40244.0,6,2353.0,95.0,0.8,0.1,0.6,1.4,MI,175067469,48740,0.16666666666666666
12363,17,975374.88,70857.0,40,29600.0,93.0,0.9,0.0,0.5,4.6,WI,407857679,53105,0.425
